Strategy,Entry,Exit,PnL,Type
Antigravity_Beast,5342.55,5337.693712035419,-0.16431093808912195,long
Antigravity_Beast,5334.28,5339.571904899685,-0.17210602190961682,short
Antigravity_Beast,5329.95,5307.509494070601,0.3273393983718659,short
Antigravity_Beast,5310.64,5282.074943134181,0.43790347599418156,short
Antigravity_Beast,5251.74,5267.422067871507,-0.3580151885758111,short
Antigravity_Beast,5268.6,5285.113142555066,-0.37322330061757214,short
Antigravity_Beast,5264.35,5273.75103907085,-0.24509303075660915,short
Antigravity_Beast,5275.6,5234.253283478402,0.6685699537477185,short
Antigravity_Beast,5227.16,5166.786284816772,1.011890460047413,short
Antigravity_Beast,5153.0,5180.320257109117,-0.5976181190272511,short
Antigravity_Beast,5206.23,5222.130746846702,-0.3612976406179418,short
Antigravity_Beast,5185.95,5116.3516469251135,1.1785937834900924,short
Antigravity_Beast,5107.42,5128.0957503919235,-0.4706291771495238,short
Antigravity_Beast,5138.96,5125.776684777436,-0.3284949880330338,long
Antigravity_Beast,5103.2,5117.058065738624,-0.3409772103334645,short
Antigravity_Beast,5110.81,5124.023881480505,-0.3288484856288435,short
Antigravity_Beast,5096.11,5107.289099089565,-0.28994871585481896,short
Antigravity_Beast,5117.86,5150.600456019274,0.5440283649004682,long
Antigravity_Beast,5153.1,5144.207221623265,-0.24722232404231712,long
Antigravity_Beast,5132.39,5121.749383798425,-0.2801031671468033,long
Antigravity_Beast,5128.21,5118.142020576212,-0.269163884408344,long
Antigravity_Beast,5116.65,5124.755793391473,-0.2318447584677722,short
Antigravity_Beast,5114.56,5116.606679913903,-0.11664378513148657,short
Antigravity_Beast,5125.42,5122.204177060415,-0.1389825795977827,long
Antigravity_Beast,5124.82,5121.218866116706,-0.14629143916507478,long
Antigravity_Beast,5132.13,5125.62726901629,-0.20151084393502394,long
Antigravity_Beast,5128.43,5174.201051705242,0.7913499864066365,long
Antigravity_Beast,5175.39,5167.140071306567,-0.2229649329952103,long
Antigravity_Beast,5171.15,5162.878996774727,-0.22328306683168445,long
Antigravity_Beast,5170.29,5161.437826842813,-0.2337275571826393,long
Antigravity_Beast,5164.13,5154.287282259901,-0.25146152375405384,long
Antigravity_Beast,5150.62,5159.471357979189,-0.23355710140284913,short
Antigravity_Beast,5153.84,5163.112590622474,-0.24118868985701608,short
Antigravity_Beast,5158.2,5166.59389967863,-0.22542871029302752,short
Antigravity_Beast,5176.66,5170.326153423997,-0.18850753867269854,long
Antigravity_Beast,5163.25,5168.643696441451,-0.17147617056048975,short
Antigravity_Beast,5168.79,5174.76008562408,-0.1819351018499285,short
Antigravity_Beast,5181.28,5209.889721032539,0.44015855659426417,long
Antigravity_Beast,5213.83,5206.618620778441,-0.20483205605766086,long
Antigravity_Beast,5205.72,5197.865147847708,-0.2162931518057694,long
Antigravity_Beast,5197.92,5191.092720375363,-0.19769192483017603,long
Antigravity_Beast,5191.94,5170.420507250125,0.31274187384553453,short
Antigravity_Beast,5171.94,5178.319003862127,-0.18934393434609906,short
Antigravity_Beast,5179.2,5184.989882637533,-0.17884005463058572,short
Antigravity_Beast,5205.56,5198.714967317169,-0.1981213680556509,long
Antigravity_Beast,5178.64,5186.144672594524,-0.20971055634411223,short
Antigravity_Beast,5186.46,5194.614338849138,-0.2215218345242011,short
Antigravity_Beast,5175.9,5184.207452435105,-0.22412691748942284,short
Antigravity_Beast,5183.2,5142.271697073406,0.6623660564597538,short
Antigravity_Beast,5148.3,5156.534679352562,-0.22241903803745666,short
Antigravity_Beast,5143.68,5152.030147372284,-0.22443176576218474,short
Antigravity_Beast,5139.31,5116.415725373646,0.3382557180516938,short
Antigravity_Beast,5126.48,5135.756378252984,-0.25424418328143034,short
Antigravity_Beast,5144.07,5140.718618324509,-0.13437534821076189,long
Antigravity_Beast,5150.34,5147.41721651169,-0.12675395474847165,long
Antigravity_Beast,5152.67,5149.319442390203,-0.13448436096155278,long
Antigravity_Beast,5155.01,5162.622290440473,0.06273427543734009,long
Antigravity_Beast,5162.19,5170.297483599377,0.07154079490688309,long
Antigravity_Beast,5172.6,5186.860875120455,0.18210763386731066,long
Antigravity_Beast,5186.61,5183.186481489457,-0.13628586785649152,long
Antigravity_Beast,5183.96,5179.542667816777,-0.15412919850629753,long
Antigravity_Beast,5183.3,5178.704029407583,-0.1573338996752399,long
Antigravity_Beast,5182.45,5177.0736832889725,-0.171362271318173,long
Antigravity_Beast,5178.26,5180.803063365426,-0.12036039463389818,short
Antigravity_Beast,5179.02,5182.186652905292,-0.1316004401961707,short
Antigravity_Beast,5174.77,5163.0347522227385,0.1368022657747118,short
Antigravity_Beast,5158.87,5163.07266258682,-0.14996591373338913,short
Antigravity_Beast,5160.74,5138.941646161869,0.3182126612339822,short
Antigravity_Beast,5140.78,5149.2237389557185,-0.22607532812341954,short
Antigravity_Beast,5178.14,5172.812734812999,-0.17041763305667346,long
Antigravity_Beast,5173.75,5168.192479529392,-0.17449735432356145,long
Antigravity_Beast,5168.24,5173.79439449195,-0.17444174849544214,short
Antigravity_Beast,5159.02,5163.4933926155945,-0.15484316350752594,short
Antigravity_Beast,5171.25,5190.264605929574,0.26766000156963754,long
Antigravity_Beast,5190.7,5184.630249442136,-0.18395788783752995,long
Antigravity_Beast,5186.05,5180.144806941823,-0.18093007765717156,long
Antigravity_Beast,5174.91,5168.595351789213,-0.18813690632704472,long
Antigravity_Beast,5167.1,5172.375386355136,-0.1694011771741905,short
Antigravity_Beast,5177.03,5174.256142429512,-0.1244586964942758,long
Antigravity_Beast,5177.11,5174.049070246574,-0.12962508086743657,long
Antigravity_Beast,5163.01,5146.097999425078,0.23019043275273315,short
Antigravity_Beast,5145.21,5110.388016682311,0.5529553939982901,short
Antigravity_Beast,5108.32,5120.542766727531,-0.3099719248502192,short
Antigravity_Beast,5119.95,5134.906602959191,-0.34305382080675345,short
Antigravity_Beast,5126.95,5141.495876947594,-0.3357585953707233,short
Antigravity_Beast,5119.35,5128.981994883715,-0.2471638982700232,short
Antigravity_Beast,5083.68,5101.204507937635,-0.41037077307538256,short
Antigravity_Beast,5098.66,5113.239798558572,-0.335962052603923,short
Antigravity_Beast,5093.09,5101.7002315045875,-0.22838665674940473,short
Antigravity_Beast,5082.13,5087.434007295171,-0.17806482506368804,short
Antigravity_Beast,5091.05,5086.171495486136,-0.1610890760170494,long
Antigravity_Beast,5082.06,5087.238702776052,-0.1756820228860856,short
Antigravity_Beast,5106.45,5099.846949958143,-0.19234023879311518,long
Antigravity_Beast,5098.27,5091.747877575249,-0.19076633236407084,long
Antigravity_Beast,5103.4,5100.319845813744,-0.12890955824246048,long
Antigravity_Beast,5107.38,5102.258795309191,-0.1656910837607965,long
Antigravity_Beast,5110.1,5106.455541652837,-0.13915945014883407,long
Antigravity_Beast,5101.88,5095.6973858098645,-0.184709612600272,long
Antigravity_Beast,5093.69,5098.314581274301,-0.1566248959226077,short
Antigravity_Beast,5091.09,5098.340130311231,-0.20386624254040353,short
Antigravity_Beast,5092.22,5099.356272995209,-0.20183226307932492,short
Antigravity_Beast,5119.53,5146.218685161177,0.4064829423680272,long
Antigravity_Beast,5145.29,5137.376385785585,-0.21648025383713065,long
Antigravity_Beast,5140.07,5133.146289496204,-0.198593946352692,long
Antigravity_Beast,5140.64,5138.5680809450505,-0.11130484117190131,long
Antigravity_Beast,5140.2,5138.207594301277,-0.10986783725598148,long
Antigravity_Beast,5136.83,5134.246978734459,-0.12044613702662596,long
Antigravity_Beast,5132.38,5135.163697558496,-0.12403287067534895,short
Antigravity_Beast,5127.1,5131.327501430915,-0.1499557037667608,short
Antigravity_Beast,5119.18,5122.159449529348,-0.12736773556487765,short
Antigravity_Beast,5126.51,5129.442025273258,-0.12661930950060696,short
Antigravity_Beast,5125.51,5111.565985233642,0.17728531870076394,short
Antigravity_Beast,5112.24,5117.043061065261,-0.1601059372143736,short
Antigravity_Beast,5115.45,5119.619253545033,-0.14873906243611673,short
Antigravity_Beast,5110.49,5097.992303031491,0.15145747285132688,short
Antigravity_Beast,5099.39,5104.83723437982,-0.17152065492429014,short
Antigravity_Beast,5107.37,5103.574349984638,-0.14184049959641076,long
Antigravity_Beast,5102.3,5086.405207098142,0.2127475947423488,short
Antigravity_Beast,5079.69,5085.337663148244,-0.174846135843071,short
Antigravity_Beast,5083.46,5090.1195667140155,-0.19312197373261908,short
Antigravity_Beast,5083.46,5090.075539284709,-0.19232916300760422,short
Antigravity_Beast,5088.51,5095.352072150322,-0.1964811056252721,short
Antigravity_Beast,5117.09,5104.560161817596,-0.29913296844836035,long
Antigravity_Beast,5105.73,5162.779053795557,0.9529497031327067,long
Antigravity_Beast,5165.0,5150.34344017862,-0.3380885495541286,long
Antigravity_Beast,5152.56,5138.204396578223,-0.3324943652473534,long
Antigravity_Beast,5152.45,5165.781009616561,-0.3142494363673455,short
Antigravity_Beast,5151.2,5084.25413637564,1.1313302754565724,short
Antigravity_Beast,5080.65,5034.906116995261,0.7505578900429282,short
Antigravity_Beast,5084.45,5098.034990150194,-0.31784371463257777,short
Antigravity_Beast,5111.77,5106.800677275139,-0.1630215179238923,long
Antigravity_Beast,5107.83,5103.271748501441,-0.15556845956327242,long
Antigravity_Beast,5115.37,5141.858854977905,0.40294734184645353,long
Antigravity_Beast,5141.88,5133.274984854796,-0.22887138850463662,long
Antigravity_Beast,5136.13,5128.463357932466,-0.2119046293927214,long
Antigravity_Beast,5111.75,5117.395677815747,-0.17527204956372205,short
Antigravity_Beast,5114.97,5119.282021046858,-0.1513029933949779,short
Antigravity_Beast,5100.93,5104.922672668717,-0.14535024728010806,short
Antigravity_Beast,5121.19,5116.091828576062,-0.16547551479662903,long
Antigravity_Beast,5112.84,5118.721936821981,-0.17954210874077753,short
Antigravity_Beast,5116.6,5121.321416848218,-0.15869853746922782,short
Antigravity_Beast,5111.01,5096.784434386882,0.18256406110854395,short
Antigravity_Beast,5098.25,5102.934428301594,-0.1577682373124703,short
Antigravity_Beast,5103.02,5108.038001964554,-0.16384365297610148,short
Antigravity_Beast,5110.82,5107.376905859167,-0.13554671225717507,long
Antigravity_Beast,5101.75,5104.746267019635,-0.12741957947596444,short
Antigravity_Beast,5103.0,5106.196362482829,-0.13104073850079098,short
Antigravity_Beast,5110.5,5103.350891847776,-0.20222367316132808,long
Antigravity_Beast,5100.25,5107.904391623218,-0.21127776083760458,short
Antigravity_Beast,5112.0,5104.995332341013,-0.1996463842546262,long
Antigravity_Beast,5111.35,5103.464763072654,-0.21548093098635723,long
Antigravity_Beast,5114.07,5110.723523069297,-0.1338550981187515,long
Antigravity_Beast,5112.84,5109.604987630122,-0.13183182656873998,long
Antigravity_Beast,5115.56,5112.750041630382,-0.12422308295287122,long
Antigravity_Beast,5101.09,5104.479449096613,-0.13449018377253202,short
Antigravity_Beast,5110.66,5118.396036301644,0.06559944996822308,long
Antigravity_Beast,5121.55,5130.2295866918075,0.08241974742835118,long
Antigravity_Beast,5128.25,5125.411185965223,-0.12492501316493539,long
Antigravity_Beast,5128.84,5143.025713740698,0.18138541419362722,long
Antigravity_Beast,5146.65,5141.009546101838,-0.17559931889883965,long
Antigravity_Beast,5146.81,5142.068617148552,-0.1594248173695368,long
Antigravity_Beast,5142.98,5141.665864643291,-0.09770388664619194,long
Antigravity_Beast,5140.34,5132.933317316937,-0.2072878561798174,long
Antigravity_Beast,5148.25,5143.622250597362,-0.15740096945178633,long
Antigravity_Beast,5140.74,5145.523499912068,-0.16016409561658695,short
Antigravity_Beast,5162.31,5189.695785244703,0.41840969275088624,long
Antigravity_Beast,5190.1,5186.090832923749,-0.14687358136957418,long
Antigravity_Beast,5174.53,5164.806925281776,0.10057211906600086,short
Antigravity_Beast,5159.82,5163.611472575012,-0.14257521295276415,short
Antigravity_Beast,5165.05,5169.54024332302,-0.15523342956628516,short
Antigravity_Beast,5184.0,5196.502058300427,0.15029743458792386,long
Antigravity_Beast,5195.21,5190.912502010386,-0.1521350458275337,long
Antigravity_Beast,5193.06,5188.093226559765,-0.16414622515547034,long
Antigravity_Beast,5172.75,5176.3933598515105,-0.1400943095181193,short
Antigravity_Beast,5191.24,5188.681870334117,-0.12078177145229813,long
Antigravity_Beast,5188.01,5185.348653481175,-0.12259241964392648,long
Antigravity_Beast,5199.5,5195.4892684960405,-0.14703708980444258,long
Antigravity_Beast,5198.78,5216.957553396014,0.2522026507438087,long
Antigravity_Beast,5221.04,5215.889529701924,-0.16785435797921394,long
Antigravity_Beast,5219.79,5213.101646268318,-0.195507187023402,long
Antigravity_Beast,5213.51,5205.9670624249675,-0.21079311120004904,long
Antigravity_Beast,5202.99,5238.03715488338,0.555673392385684,long
Antigravity_Beast,5235.76,5231.761012104739,-0.14734793340185307,long
Antigravity_Beast,5233.92,5229.01311758718,-0.16365700187738533,long
Antigravity_Beast,5229.0,5226.0793122010755,-0.12784895142848907,long
Antigravity_Beast,5220.75,5223.798039458091,-0.1300654561297344,short
Antigravity_Beast,5223.99,5227.065707440752,-0.13061033502710961,short
Antigravity_Beast,5217.36,5199.268371909773,0.2506495813463275,short
Antigravity_Beast,5192.48,5200.138428036575,-0.2126785573402144,short
Antigravity_Beast,5198.49,5208.261765078352,-0.2508203841189086,short
Antigravity_Beast,5209.56,5205.144655932427,-0.15446206673903903,long
Antigravity_Beast,5202.76,5206.859390225774,-0.14873828367356093,short
Antigravity_Beast,5215.0,5212.866201519718,-0.11348900929602096,long
Antigravity_Beast,5209.65,5208.00601014283,-0.10459894070208477,long
Antigravity_Beast,5210.25,5208.651924415248,-0.1037814543813298,long
Antigravity_Beast,5205.02,5206.641301019443,-0.10414737971730316,short
Antigravity_Beast,5207.99,5204.302722401624,-0.008597510830529842,short
Antigravity_Beast,5202.93,5197.105816083402,0.02995505262297224,short
Antigravity_Beast,5195.91,5198.47817662113,-0.12106677405201355,short
Antigravity_Beast,5199.74,5202.816540043086,-0.13027612786386586,short
Antigravity_Beast,5201.71,5204.654208978003,-0.127921583908699,short
Antigravity_Beast,5207.89,5205.737102695275,-0.11373026662446009,long
Antigravity_Beast,5205.31,5202.942309644895,-0.1175578430213327,long
Antigravity_Beast,5202.86,5192.665721571888,0.10864922651069531,short
Antigravity_Beast,5187.88,5190.992922362137,-0.13076048755946415,short
Antigravity_Beast,5186.52,5189.93401978269,-0.13616282503083985,short
Antigravity_Beast,5194.79,5192.529415740728,-0.1154792164602299,long
Antigravity_Beast,5193.53,5191.794322381951,-0.10601653224602506,long
Antigravity_Beast,5186.73,5188.969546062232,-0.11501686585183984,short
Antigravity_Beast,5187.62,5190.501273824739,-0.1265854020168375,short
Antigravity_Beast,5197.2,5191.33395487652,-0.18038625669775155,long
Antigravity_Beast,5194.54,5190.191325259641,-0.15304621086832326,long
Antigravity_Beast,5176.85,5150.566198194876,0.3987510358652345,short
Antigravity_Beast,5151.01,5159.136116750898,-0.2205031535567593,short
Antigravity_Beast,5162.92,5172.168536976777,-0.24088630304822523,short
Antigravity_Beast,5188.15,5180.59607053863,-0.21062570201253794,long
Antigravity_Beast,5174.65,5179.590315087443,-0.1634762018426071,short
Antigravity_Beast,5161.61,5164.564504627761,-0.1275295397330306,short
Antigravity_Beast,5171.07,5173.217141657128,-0.11312741724824407,short
Antigravity_Beast,5176.46,5174.394432200141,-0.11170637230930856,long
Antigravity_Beast,5170.65,5172.001097152889,-0.09878683665151092,short
Antigravity_Beast,5172.44,5173.787150330111,-0.09874154142438589,short
Antigravity_Beast,5174.98,5180.1060125764625,0.017711607085782136,long
Antigravity_Beast,5181.45,5180.28844375994,-0.0955125291161558,long
Antigravity_Beast,5180.4,5179.148554912951,-0.09711476116224667,long
Antigravity_Beast,5178.4,5177.335163593183,-0.09372834850056862,long
Antigravity_Beast,5177.09,5176.454162473891,-0.08599059343977121,long
Antigravity_Beast,5177.77,5177.081008004239,-0.0869567831813316,long
Antigravity_Beast,5177.68,5177.027364575984,-0.08630133065723325,long
Antigravity_Beast,5175.59,5176.30151474404,-0.08734088429887636,short
Antigravity_Beast,5176.62,5175.739307754905,-0.09038944742754362,long
Antigravity_Beast,5173.51,5174.3543443847475,-0.08970282220502111,short
Antigravity_Beast,5174.76,5175.72260548234,-0.09185037344159686,short
Antigravity_Beast,5181.75,5179.305065580798,-0.11860841601781184,long
Antigravity_Beast,5178.51,5175.776846609079,-0.12374762633216269,long
Antigravity_Beast,5177.53,5174.5577861346055,-0.12803488163726517,long
Antigravity_Beast,5172.93,5158.819303170388,0.17960394795020013,short
Antigravity_Beast,5160.77,5164.413390334525,-0.13992234643184337,short
Antigravity_Beast,5164.36,5168.283049775572,-0.14500992591868928,short
Antigravity_Beast,5162.83,5144.397200582583,0.2575783536693168,short
Antigravity_Beast,5141.8,5148.6615801047965,-0.19759976526308798,short
Antigravity_Beast,5149.24,5157.1826522683805,-0.2171739839271849,short
Antigravity_Beast,5152.0,5137.3265908499625,0.19003821324655554,short
Antigravity_Beast,5136.84,5141.078016508106,-0.1502853068647633,short
Antigravity_Beast,5168.78,5165.598131481364,-0.13168115588210272,long
Antigravity_Beast,5153.39,5139.313486209302,0.17926978313186243,short
Antigravity_Beast,5152.91,5150.885889942115,-0.1106213114495147,long
Antigravity_Beast,5153.38,5151.07491841259,-0.11568354398595629,long
Antigravity_Beast,5148.89,5150.584630971515,-0.10465957483026356,short
Antigravity_Beast,5153.8,5163.073860120753,0.09264799038068355,long
Antigravity_Beast,5162.85,5157.701532279292,-0.1669803900051574,long
Antigravity_Beast,5158.44,5181.0038366366725,0.3317050638363287,long
Antigravity_Beast,5182.67,5179.316682069748,-0.13496602685544107,long
Antigravity_Beast,5179.35,5175.800455456366,-0.13844888506470704,long
Antigravity_Beast,5177.53,5174.532680068167,-0.1284866100694823,long
Antigravity_Beast,5183.43,5181.06361464975,-0.11721929032998382,long
Antigravity_Beast,5177.5,5179.788650198097,-0.11576818184716414,short
Antigravity_Beast,5178.45,5176.089786299797,-0.11703653306500572,long
Antigravity_Beast,5173.81,5175.399176605527,-0.10311948497103711,short
Antigravity_Beast,5175.35,5176.734029503844,-0.09944753608161105,short
Antigravity_Beast,5174.65,5176.37068196957,-0.10549962436244541,short
Antigravity_Beast,5166.48,5169.024425665456,-0.1202152938430065,short
Antigravity_Beast,5169.31,5172.172198562876,-0.12597824596140567,short
Antigravity_Beast,5180.8,5177.934646014973,-0.1261592611818022,long
Antigravity_Beast,5180.48,5177.300938406018,-0.13179913144819416,long
Antigravity_Beast,5170.0,5154.929441444182,0.1969305620263263,short
Antigravity_Beast,5154.27,5160.883947902356,-0.19332017066730323,short
Antigravity_Beast,5144.64,5149.577289911652,-0.16298958289709148,short
Antigravity_Beast,5137.41,5113.325273081953,0.359719790558651,short
Antigravity_Beast,5112.05,5116.331211332286,-0.15070614870274313,short
Antigravity_Beast,5116.46,5099.028067026897,0.24022327943326677,short
Antigravity_Beast,5098.99,5102.0571581328095,-0.12865638592913098,short
Antigravity_Beast,5102.73,5090.314742796291,0.1500847075186157,short
Antigravity_Beast,5094.2,5098.513423490318,-0.1510291594748579,short
Antigravity_Beast,5097.33,5101.8733090512615,-0.15521382674787662,short
Antigravity_Beast,5090.8,5076.573932892413,0.18286411561974725,short
Antigravity_Beast,5071.06,5076.829833985717,-0.17692181854760342,short
Antigravity_Beast,5079.8,5086.524294907325,-0.19423484325518636,short
Antigravity_Beast,5100.21,5098.474392845136,-0.1046714564160339,long
Antigravity_Beast,5092.59,5096.102408042059,-0.13658193009496802,short
Antigravity_Beast,5093.09,5097.0758074682735,-0.1451137282426924,short
Antigravity_Beast,5096.6,5100.943964078916,-0.15161366996184958,short
Antigravity_Beast,5103.11,5098.09952844898,-0.1636371965231871,long
Antigravity_Beast,5112.82,5111.000587219011,-0.10636093828576784,long
Antigravity_Beast,5113.6,5122.967551832599,0.09491264661358764,long
Antigravity_Beast,5124.83,5122.523543482386,-0.11529716283011972,long
Antigravity_Beast,5124.0,5121.319075457197,-0.12202293911374655,long
Antigravity_Beast,5122.86,5119.988834693856,-0.12542948712038177,long
Antigravity_Beast,5118.81,5115.369651009076,-0.1356123753239077,long
Antigravity_Beast,5112.13,5114.205394821981,-0.11098672163837281,short
Antigravity_Beast,5115.0,5117.337152335718,-0.11574156953974479,short
Antigravity_Beast,5114.0,5115.970774148712,-0.10912972425068358,short
Antigravity_Beast,5119.11,5118.126884192606,-0.09140419009927722,long
Antigravity_Beast,5118.83,5117.812721591415,-0.09201483894999354,long
Antigravity_Beast,5115.89,5117.174081896056,-0.09679153551865592,short
Antigravity_Beast,5117.29,5112.00122771011,0.021547004378514464,short
Antigravity_Beast,5111.32,5106.318893356112,0.01645291955780913,short
Antigravity_Beast,5106.44,5108.22219686314,-0.10562511135394537,short
Antigravity_Beast,5106.51,5107.6093289346445,-0.09332957999192668,short
Antigravity_Beast,5096.15,5086.0839493950325,0.10787682645376413,short
Antigravity_Beast,5080.64,5084.701351977623,-0.14629479333144402,short
Antigravity_Beast,5072.23,5076.30856571561,-0.1464836605541367,short
Antigravity_Beast,5075.1,5079.312487416673,-0.14893654340951326,short
Antigravity_Beast,5077.76,5081.5353835867345,-0.1411038313230415,short
Antigravity_Beast,5080.52,5084.289760296134,-0.14104231560453384,short
Antigravity_Beast,5093.79,5089.567233110439,-0.14932997609049622,long
Antigravity_Beast,5083.58,5086.9786725054055,-0.13440412753933892,short
Antigravity_Beast,5083.43,5085.936291485165,-0.11833268403166486,short
Antigravity_Beast,5095.04,5091.674582690223,-0.13392185657134845,long
Antigravity_Beast,5109.26,5105.988269259617,-0.13244094086557484,long
Antigravity_Beast,5108.64,5104.9773060165535,-0.13946653630536235,long
Antigravity_Beast,5102.04,5106.935600674783,-0.1616254364709534,short
Antigravity_Beast,5108.99,5103.454965742837,-0.17316022038227893,long
Antigravity_Beast,5097.08,5101.858792263166,-0.15945062004128271,short
Antigravity_Beast,5089.72,5070.898325527197,0.26563368856666447,short
Antigravity_Beast,5071.54,5042.816070321437,0.444207370507817,short
Antigravity_Beast,5040.27,5050.405924806213,-0.2550995131704323,short
Antigravity_Beast,5046.21,5056.876180072768,-0.2647334618063466,short
Antigravity_Beast,5039.76,5048.492327847896,-0.2298173180226357,short
Antigravity_Beast,5059.26,5063.318618498018,-0.14593769901750064,short
Antigravity_Beast,5049.5,5031.762199023977,0.2466953297354451,short
Antigravity_Beast,5027.5,5010.751728193469,0.22919348007456847,short
Antigravity_Beast,5017.86,5024.087315939991,-0.18439370759460696,short
Antigravity_Beast,5020.09,5027.5697314264335,-0.20697831574207004,short
Antigravity_Beast,5028.16,5033.0876610385285,0.016256915534038116,long
Antigravity_Beast,5033.2,5032.162431364172,-0.09114684495071675,long
Antigravity_Beast,5028.83,5028.4507437561715,-0.07923903374395602,long
Antigravity_Beast,5028.89,5028.529262037614,-0.07890670200962491,long
Antigravity_Beast,5028.88,5028.543600449123,-0.07846864183902157,long
Antigravity_Beast,5028.89,5028.576200442687,-0.07806214867482782,long
Antigravity_Beast,5028.92,5028.624328966109,-0.07773639777859878,long
Antigravity_Beast,5028.92,5028.645448372368,-0.0773564005256536,long
Antigravity_Beast,5028.91,5028.6536306952785,-0.07702910562599075,long
