Strategy,Entry,Exit,PnL,Type
LiquidityHunter2026,5119.26,5104.26,0.09819532799999998,short
LiquidityHunter2026,5106.5,5111.5,-0.08178479999999999,short
LiquidityHunter2026,5100.39,5105.39,-0.081740808,short
LiquidityHunter2026,5103.44,5108.44,-0.081762768,short
LiquidityHunter2026,5102.3,5087.3,0.09831743999999998,short
LiquidityHunter2026,5079.69,5084.69,-0.081591768,short
LiquidityHunter2026,5104.1,5099.1,-0.08173152,long
LiquidityHunter2026,5105.25,5100.25,-0.0817398,long
LiquidityHunter2026,5097.85,5082.85,0.09834947999999998,short
LiquidityHunter2026,5083.46,5088.46,-0.08161891199999999,short
LiquidityHunter2026,5080.02,5085.02,-0.081594144,short
LiquidityHunter2026,5079.64,5084.64,-0.081591408,short
LiquidityHunter2026,5093.33,5098.33,-0.081689976,short
LiquidityHunter2026,5117.09,5132.09,0.09810295199999998,long
LiquidityHunter2026,5137.44,5132.44,-0.081971568,long
LiquidityHunter2026,5095.66,5100.66,-0.081706752,short
LiquidityHunter2026,5105.73,5100.73,-0.08174325599999999,long
LiquidityHunter2026,5097.33,5102.33,-0.08171877599999999,short
LiquidityHunter2026,5107.44,5102.44,-0.081755568,long
LiquidityHunter2026,5099.68,5104.68,-0.081735696,short
LiquidityHunter2026,5115.76,5110.76,-0.081815472,long
LiquidityHunter2026,5107.05,5102.05,-0.08175276000000001,long
LiquidityHunter2026,5100.48,5105.48,-0.08174145599999999,short
LiquidityHunter2026,5107.6,5122.6,0.09817127999999997,long
LiquidityHunter2026,5125.1,5140.1,0.09804527999999998,long
LiquidityHunter2026,5139.76,5154.76,0.09793972799999998,long
LiquidityHunter2026,5165.0,5160.0,-0.08216999999999999,long
LiquidityHunter2026,5154.53,5149.53,-0.082094616,long
LiquidityHunter2026,5157.94,5172.94,0.09780883199999998,long
LiquidityHunter2026,5176.26,5171.26,-0.082251072,long
LiquidityHunter2026,5173.14,5168.14,-0.08222860800000001,long
LiquidityHunter2026,5151.85,5146.85,-0.08207532,long
LiquidityHunter2026,5151.09,5146.09,-0.082069848,long
LiquidityHunter2026,5151.06,5146.06,-0.082069632,long
LiquidityHunter2026,5154.3,5149.3,-0.08209295999999999,long
LiquidityHunter2026,5150.79,5165.79,0.09786031199999998,long
LiquidityHunter2026,5166.0,5181.0,0.09775079999999997,long
LiquidityHunter2026,5180.91,5175.91,-0.082284552,long
LiquidityHunter2026,5175.67,5170.67,-0.082246824,long
LiquidityHunter2026,5169.63,5164.63,-0.082203336,long
LiquidityHunter2026,5166.63,5161.63,-0.082181736,long
LiquidityHunter2026,5161.0,5166.0,-0.0821772,short
LiquidityHunter2026,5167.79,5162.79,-0.082190088,long
LiquidityHunter2026,5166.42,5181.42,0.09774777599999998,long
LiquidityHunter2026,5183.01,5178.01,-0.082299672,long
LiquidityHunter2026,5177.14,5182.14,-0.082293408,short
LiquidityHunter2026,5182.04,5177.04,-0.082292688,long
LiquidityHunter2026,5179.8,5164.8,0.09775943999999998,short
LiquidityHunter2026,5166.73,5171.73,-0.082218456,short
LiquidityHunter2026,5176.09,5171.09,-0.082249848,long
LiquidityHunter2026,5174.32,5179.32,-0.082273104,short
LiquidityHunter2026,5179.5,5174.5,-0.0822744,long
LiquidityHunter2026,5177.87,5182.87,-0.082298664,short
LiquidityHunter2026,5182.9,5177.9,-0.08229887999999999,long
LiquidityHunter2026,5177.3,5182.3,-0.08229456,short
LiquidityHunter2026,5181.11,5176.11,-0.08228599199999999,long
LiquidityHunter2026,5169.8,5174.8,-0.08224056,short
LiquidityHunter2026,5174.62,5179.62,-0.082275264,short
LiquidityHunter2026,5179.0,5174.0,-0.08227079999999999,long
LiquidityHunter2026,5172.34,5177.34,-0.082258848,short
LiquidityHunter2026,5170.91,5175.91,-0.08224855199999999,short
LiquidityHunter2026,5177.25,5172.25,-0.0822582,long
LiquidityHunter2026,5172.47,5177.47,-0.082259784,short
LiquidityHunter2026,5176.74,5171.74,-0.082254528,long
LiquidityHunter2026,5172.9,5157.9,0.09780911999999999,short
LiquidityHunter2026,5157.67,5162.67,-0.082153224,short
LiquidityHunter2026,5182.4,5177.4,-0.08229528,long
LiquidityHunter2026,5162.35,5147.35,0.09788507999999999,short
LiquidityHunter2026,5168.62,5163.62,-0.082196064,long
LiquidityHunter2026,5151.2,5156.2,-0.08210664,short
LiquidityHunter2026,5147.86,5152.86,-0.082082592,short
LiquidityHunter2026,5138.91,5123.91,0.09805384799999999,short
LiquidityHunter2026,5121.18,5126.18,-0.08189049600000001,short
LiquidityHunter2026,5128.55,5113.55,0.09812843999999998,short
LiquidityHunter2026,5109.3,5114.3,-0.08180496,short
LiquidityHunter2026,5110.0,5095.0,0.09826199999999999,short
LiquidityHunter2026,5099.1,5084.1,0.09834047999999998,short
LiquidityHunter2026,5083.74,5068.74,0.09845107199999999,short
LiquidityHunter2026,5070.53,5075.53,-0.081525816,short
LiquidityHunter2026,5072.89,5077.89,-0.081542808,short
LiquidityHunter2026,5076.33,5081.33,-0.081567576,short
LiquidityHunter2026,5066.29,5051.29,0.09857671199999998,short
LiquidityHunter2026,5050.21,5055.21,-0.081379512,short
LiquidityHunter2026,5054.25,5059.25,-0.0814086,short
LiquidityHunter2026,5064.6,5049.6,0.09858887999999998,short
LiquidityHunter2026,5050.8,5055.8,-0.08138376,short
LiquidityHunter2026,5056.32,5061.32,-0.081423504,short
LiquidityHunter2026,5034.86,5039.86,-0.081268992,short
LiquidityHunter2026,5084.15,5089.15,-0.08162388,short
LiquidityHunter2026,5085.08,5090.08,-0.081630576,short
LiquidityHunter2026,5080.01,5085.01,-0.081594072,short
LiquidityHunter2026,5073.98,5078.98,-0.081550656,short
LiquidityHunter2026,5100.62,5095.62,-0.081706464,long
LiquidityHunter2026,5085.07,5090.07,-0.08163050399999999,short
LiquidityHunter2026,5096.29,5091.29,-0.081675288,long
LiquidityHunter2026,5099.98,5094.98,-0.08170185599999999,long
LiquidityHunter2026,5099.75,5094.75,-0.0817002,long
LiquidityHunter2026,5093.46,5098.46,-0.08169091199999999,short
LiquidityHunter2026,5106.69,5101.69,-0.081750168,long
LiquidityHunter2026,5113.32,5108.32,-0.08179790399999999,long
LiquidityHunter2026,5115.37,5130.37,0.09811533599999998,long
LiquidityHunter2026,5132.5,5147.5,0.09799199999999998,long
LiquidityHunter2026,5149.99,5144.99,-0.08206192799999999,long
LiquidityHunter2026,5138.43,5133.43,-0.08197869599999999,long
LiquidityHunter2026,5141.19,5136.19,-0.081998568,long
LiquidityHunter2026,5117.16,5102.16,0.09821044799999998,short
LiquidityHunter2026,5117.45,5112.45,-0.08182764,long
LiquidityHunter2026,5109.68,5114.68,-0.081807696,short
LiquidityHunter2026,5116.0,5111.0,-0.08181719999999999,long
LiquidityHunter2026,5111.1,5116.1,-0.08181792,short
LiquidityHunter2026,5115.55,5110.55,-0.08181395999999999,long
LiquidityHunter2026,5109.22,5114.22,-0.081804384,short
LiquidityHunter2026,5113.36,5128.36,0.09812980799999999,long
LiquidityHunter2026,5126.82,5121.82,-0.081895104,long
LiquidityHunter2026,5118.41,5103.41,0.09820144799999998,short
LiquidityHunter2026,5102.92,5107.92,-0.081759024,short
LiquidityHunter2026,5103.5,5108.5,-0.0817632,short
LiquidityHunter2026,5110.82,5105.82,-0.08177990399999999,long
LiquidityHunter2026,5103.39,5108.39,-0.081762408,short
LiquidityHunter2026,5116.5,5111.5,-0.0818208,long
LiquidityHunter2026,5100.25,5085.25,0.09833219999999998,short
LiquidityHunter2026,5085.06,5090.06,-0.081630432,short
LiquidityHunter2026,5090.63,5095.63,-0.081670536,short
LiquidityHunter2026,5085.12,5090.12,-0.081630864,short
LiquidityHunter2026,5099.0,5114.0,0.09823319999999998,long
LiquidityHunter2026,5120.25,5115.25,-0.0818478,long
LiquidityHunter2026,5104.15,5099.15,-0.08173187999999999,long
LiquidityHunter2026,5096.42,5101.42,-0.081712224,short
LiquidityHunter2026,5094.49,5099.49,-0.08169832799999999,short
LiquidityHunter2026,5099.58,5114.58,0.09822902399999998,long
LiquidityHunter2026,5105.85,5100.85,-0.08174412,long
LiquidityHunter2026,5101.15,5106.15,-0.08174627999999999,short
LiquidityHunter2026,5109.42,5124.42,0.09815817599999999,long
LiquidityHunter2026,5125.6,5140.6,0.09804167999999998,long
LiquidityHunter2026,5141.94,5136.94,-0.082003968,long
LiquidityHunter2026,5137.64,5152.64,0.09795499199999998,long
LiquidityHunter2026,5135.61,5140.61,-0.081994392,short
LiquidityHunter2026,5133.55,5138.55,-0.08197955999999999,short
LiquidityHunter2026,5137.57,5152.57,0.09795549599999999,long
LiquidityHunter2026,5154.89,5149.89,-0.082097208,long
LiquidityHunter2026,5148.0,5143.0,-0.0820476,long
LiquidityHunter2026,5141.75,5146.75,-0.0820386,short
LiquidityHunter2026,5146.62,5141.62,-0.082037664,long
LiquidityHunter2026,5137.6,5142.6,-0.08200872,short
LiquidityHunter2026,5137.64,5142.64,-0.082009008,short
LiquidityHunter2026,5148.46,5143.46,-0.082050912,long
LiquidityHunter2026,5150.81,5165.81,0.09786016799999998,long
LiquidityHunter2026,5164.5,5179.5,0.09776159999999998,long
LiquidityHunter2026,5180.92,5175.92,-0.082284624,long
LiquidityHunter2026,5179.87,5174.87,-0.082277064,long
LiquidityHunter2026,5172.75,5167.75,-0.0822258,long
LiquidityHunter2026,5168.69,5163.69,-0.082196568,long
LiquidityHunter2026,5164.28,5169.28,-0.082200816,short
LiquidityHunter2026,5170.66,5165.66,-0.082210752,long
LiquidityHunter2026,5164.68,5169.68,-0.08220369599999999,short
LiquidityHunter2026,5169.51,5174.51,-0.082238472,short
LiquidityHunter2026,5174.2,5189.2,0.09769175999999999,long
LiquidityHunter2026,5189.99,5184.99,-0.08234992799999999,long
LiquidityHunter2026,5185.23,5180.23,-0.082315656,long
LiquidityHunter2026,5178.4,5163.4,0.09776951999999998,short
LiquidityHunter2026,5159.82,5164.82,-0.082168704,short
LiquidityHunter2026,5179.0,5194.0,0.09765719999999999,long
LiquidityHunter2026,5195.21,5190.21,-0.082387512,long
LiquidityHunter2026,5186.24,5181.24,-0.08232292799999999,long
LiquidityHunter2026,5181.02,5186.02,-0.082321344,short
LiquidityHunter2026,5186.61,5201.61,0.09760240799999999,long
LiquidityHunter2026,5198.82,5213.82,0.09751449599999998,long
LiquidityHunter2026,5220.53,5215.53,-0.082569816,long
LiquidityHunter2026,5219.79,5214.79,-0.08256448799999999,long
LiquidityHunter2026,5213.51,5208.51,-0.082519272,long
LiquidityHunter2026,5196.0,5201.0,-0.0824292,short
LiquidityHunter2026,5195.89,5200.89,-0.08242840800000001,short
LiquidityHunter2026,5202.99,5217.99,0.09748447199999999,long
LiquidityHunter2026,5217.99,5212.99,-0.082551528,long
LiquidityHunter2026,5218.59,5213.59,-0.082555848,long
LiquidityHunter2026,5217.75,5232.75,0.09737819999999998,long
LiquidityHunter2026,5235.76,5230.76,-0.082679472,long
LiquidityHunter2026,5232.7,5227.7,-0.08265744,long
LiquidityHunter2026,5230.0,5225.0,-0.08263799999999999,long
LiquidityHunter2026,5230.25,5225.25,-0.0826398,long
LiquidityHunter2026,5228.48,5223.48,-0.08262705599999999,long
LiquidityHunter2026,5223.74,5208.74,0.09744307199999999,short
LiquidityHunter2026,5192.48,5197.48,-0.082403856,short
LiquidityHunter2026,5180.35,5165.35,0.09775547999999998,short
LiquidityHunter2026,5175.72,5180.72,-0.082283184,short
LiquidityHunter2026,5202.24,5187.24,0.09759787199999997,short
LiquidityHunter2026,5187.17,5192.17,-0.082365624,short
LiquidityHunter2026,5201.81,5186.81,0.09760096799999998,short
LiquidityHunter2026,5186.75,5191.75,-0.0823626,short
LiquidityHunter2026,5195.64,5200.64,-0.082426608,short
LiquidityHunter2026,5202.15,5217.15,0.09749051999999998,long
LiquidityHunter2026,5217.3,5212.3,-0.08254656,long
LiquidityHunter2026,5212.8,5207.8,-0.08251416,long
LiquidityHunter2026,5212.1,5207.1,-0.08250912,long
LiquidityHunter2026,5198.61,5203.61,-0.082447992,short
LiquidityHunter2026,5204.3,5209.3,-0.08248896,short
LiquidityHunter2026,5209.31,5204.31,-0.082489032,long
LiquidityHunter2026,5203.26,5208.26,-0.082481472,short
LiquidityHunter2026,5206.74,5191.74,0.09756547199999999,short
LiquidityHunter2026,5187.88,5192.88,-0.082370736,short
LiquidityHunter2026,5193.54,5198.54,-0.08241148799999999,short
LiquidityHunter2026,5198.65,5193.65,-0.08241227999999999,long
LiquidityHunter2026,5193.54,5178.54,0.09766051199999998,short
LiquidityHunter2026,5183.4,5188.4,-0.08233847999999999,short
LiquidityHunter2026,5183.4,5188.4,-0.08233847999999999,short
LiquidityHunter2026,5185.42,5190.42,-0.082353024,short
LiquidityHunter2026,5192.9,5187.9,-0.08237088,long
LiquidityHunter2026,5187.76,5192.76,-0.082369872,short
LiquidityHunter2026,5193.54,5188.54,-0.082375488,long
LiquidityHunter2026,5186.73,5191.73,-0.082362456,short
LiquidityHunter2026,5192.77,5187.77,-0.082369944,long
LiquidityHunter2026,5187.23,5192.23,-0.08236605599999999,short
LiquidityHunter2026,5197.69,5192.69,-0.08240536799999999,long
LiquidityHunter2026,5183.85,5168.85,0.09773027999999997,short
LiquidityHunter2026,5171.92,5176.92,-0.082255824,short
LiquidityHunter2026,5175.6,5180.6,-0.08228231999999999,short
LiquidityHunter2026,5177.68,5162.68,0.09777470399999998,short
LiquidityHunter2026,5161.26,5166.26,-0.08217907199999999,short
LiquidityHunter2026,5184.51,5179.51,-0.082310472,long
LiquidityHunter2026,5186.88,5181.88,-0.08232753599999999,long
LiquidityHunter2026,5179.96,5184.96,-0.082313712,short
LiquidityHunter2026,5188.15,5183.15,-0.08233668,long
LiquidityHunter2026,5193.8,5188.8,-0.08237736,long
LiquidityHunter2026,5180.19,5185.19,-0.082315368,short
LiquidityHunter2026,5188.41,5183.41,-0.082338552,long
LiquidityHunter2026,5182.25,5167.25,0.09774179999999999,short
LiquidityHunter2026,5167.88,5172.88,-0.082226736,short
LiquidityHunter2026,5171.8,5176.8,-0.08225496,short
LiquidityHunter2026,5176.41,5171.41,-0.082252152,long
LiquidityHunter2026,5171.26,5176.26,-0.082251072,short
LiquidityHunter2026,5176.47,5171.47,-0.08225258399999999,long
LiquidityHunter2026,5171.33,5176.33,-0.08225157599999999,short
LiquidityHunter2026,5177.52,5172.52,-0.08226014400000001,long
LiquidityHunter2026,5172.93,5157.93,0.09780890399999997,short
LiquidityHunter2026,5137.38,5142.38,-0.082007136,short
LiquidityHunter2026,5154.53,5139.53,0.09794138399999998,short
LiquidityHunter2026,5138.22,5143.22,-0.082013184,short
LiquidityHunter2026,5140.1,5145.1,-0.08202672,short
LiquidityHunter2026,5150.12,5155.12,-0.082098864,short
LiquidityHunter2026,5156.74,5151.74,-0.08211052799999999,long
LiquidityHunter2026,5150.44,5155.44,-0.082101168,short
LiquidityHunter2026,5161.64,5156.64,-0.082145808,long
LiquidityHunter2026,5153.62,5158.62,-0.082124064,short
LiquidityHunter2026,5159.12,5154.12,-0.08212766399999999,long
LiquidityHunter2026,5153.98,5138.98,0.09794534399999999,short
LiquidityHunter2026,5138.0,5143.0,-0.0820116,short
LiquidityHunter2026,5151.72,5146.72,-0.082074384,long
LiquidityHunter2026,5146.27,5151.27,-0.082071144,short
LiquidityHunter2026,5152.45,5167.45,0.09784835999999998,long
LiquidityHunter2026,5162.85,5157.85,-0.08215452000000001,long
LiquidityHunter2026,5165.34,5180.34,0.09775555199999998,long
LiquidityHunter2026,5179.6,5174.6,-0.08227512,long
LiquidityHunter2026,5176.63,5171.63,-0.082253736,long
LiquidityHunter2026,5169.35,5174.35,-0.08223732,short
LiquidityHunter2026,5176.94,5171.94,-0.082255968,long
LiquidityHunter2026,5166.08,5151.08,0.09785822399999998,short
LiquidityHunter2026,5150.67,5155.67,-0.082102824,short
LiquidityHunter2026,5158.31,5163.31,-0.082157832,short
LiquidityHunter2026,5155.07,5140.07,0.09793749599999999,short
LiquidityHunter2026,5144.06,5129.06,0.09801676799999998,short
LiquidityHunter2026,5118.6,5123.6,-0.08187192,short
LiquidityHunter2026,5129.25,5134.25,-0.0819486,short
LiquidityHunter2026,5130.39,5135.39,-0.081956808,short
LiquidityHunter2026,5135.0,5140.0,-0.08199,short
LiquidityHunter2026,5137.62,5122.62,0.09806313599999998,short
LiquidityHunter2026,5122.2,5127.2,-0.08189784,short
LiquidityHunter2026,5119.01,5104.01,0.09819712799999998,short
LiquidityHunter2026,5103.41,5088.41,0.09830944799999998,short
LiquidityHunter2026,5094.2,5099.2,-0.08169623999999999,short
LiquidityHunter2026,5096.02,5101.02,-0.081709344,short
LiquidityHunter2026,5101.07,5086.07,0.09832629599999998,short
LiquidityHunter2026,5088.09,5073.09,0.09841975199999999,short
LiquidityHunter2026,5071.06,5076.06,-0.081529632,short
LiquidityHunter2026,5081.6,5086.6,-0.08160552,short
LiquidityHunter2026,5090.52,5095.52,-0.081669744,short
LiquidityHunter2026,5096.51,5101.51,-0.08171287199999999,short
LiquidityHunter2026,5101.91,5096.91,-0.081715752,long
LiquidityHunter2026,5089.07,5094.07,-0.08165930399999999,short
LiquidityHunter2026,5099.9,5114.9,0.09822671999999999,long
LiquidityHunter2026,5118.45,5113.45,-0.08183483999999999,long
LiquidityHunter2026,5116.04,5131.04,0.09811051199999998,long
LiquidityHunter2026,5131.32,5126.32,-0.081927504,long
LiquidityHunter2026,5124.87,5119.87,-0.081881064,long
LiquidityHunter2026,5118.36,5103.36,0.09820180799999999,short
LiquidityHunter2026,5102.27,5107.27,-0.081754344,short
LiquidityHunter2026,5106.21,5091.21,0.09828928799999997,short
LiquidityHunter2026,5093.65,5078.65,0.09837971999999998,short
LiquidityHunter2026,5079.23,5084.23,-0.08158845599999999,short
LiquidityHunter2026,5091.2,5076.2,0.09839735999999999,short
LiquidityHunter2026,5072.23,5077.23,-0.081538056,short
LiquidityHunter2026,5075.01,5080.01,-0.081558072,short
LiquidityHunter2026,5080.52,5085.52,-0.081597744,short
LiquidityHunter2026,5086.78,5091.78,-0.08164281599999999,short
LiquidityHunter2026,5091.8,5086.8,-0.08164296,long
LiquidityHunter2026,5087.76,5092.76,-0.081649872,short
LiquidityHunter2026,5091.92,5086.92,-0.081643824,long
LiquidityHunter2026,5088.2,5093.2,-0.08165304,short
LiquidityHunter2026,5094.01,5089.01,-0.081658872,long
LiquidityHunter2026,5086.18,5091.18,-0.081638496,short
LiquidityHunter2026,5092.54,5087.54,-0.081648288,long
LiquidityHunter2026,5087.75,5092.75,-0.0816498,short
LiquidityHunter2026,5093.75,5108.75,0.09827099999999998,long
LiquidityHunter2026,5109.26,5104.26,-0.081768672,long
LiquidityHunter2026,5111.11,5106.11,-0.081781992,long
LiquidityHunter2026,5099.25,5104.25,-0.0817326,short
LiquidityHunter2026,5100.5,5105.5,-0.0817416,short
LiquidityHunter2026,5108.99,5103.99,-0.081766728,long
LiquidityHunter2026,5103.73,5088.73,0.09830714399999999,short
LiquidityHunter2026,5081.58,5086.58,-0.081605376,short
LiquidityHunter2026,5082.42,5067.42,0.09846057599999998,short
LiquidityHunter2026,5061.89,5046.89,0.09860839199999999,short
LiquidityHunter2026,5040.27,5045.27,-0.081307944,short
LiquidityHunter2026,5046.2,5051.2,-0.08135064,short
LiquidityHunter2026,5063.49,5068.49,-0.081475128,short
LiquidityHunter2026,5060.66,5065.66,-0.08145475199999999,short
LiquidityHunter2026,5060.85,5045.85,0.09861587999999999,short
LiquidityHunter2026,5046.03,5051.03,-0.081349416,short
LiquidityHunter2026,5042.0,5027.0,0.09875159999999998,short
LiquidityHunter2026,5037.28,5042.28,-0.081286416,short
LiquidityHunter2026,5037.64,5042.64,-0.081289008,short
LiquidityHunter2026,5039.95,5044.95,-0.08130564,short
LiquidityHunter2026,5046.91,5051.91,-0.08135575199999999,short
LiquidityHunter2026,5050.72,5055.72,-0.081383184,short
LiquidityHunter2026,5062.2,5057.2,-0.08142983999999999,long
LiquidityHunter2026,5061.42,5056.42,-0.081424224,long
LiquidityHunter2026,5053.58,5038.58,0.09866822399999998,short
LiquidityHunter2026,5039.93,5044.93,-0.081305496,short
LiquidityHunter2026,5045.46,5050.46,-0.08134531199999999,short
LiquidityHunter2026,5050.08,5045.08,-0.081342576,long
LiquidityHunter2026,5045.61,5030.61,0.09872560799999998,short
LiquidityHunter2026,5027.5,5012.5,0.09885599999999999,short
LiquidityHunter2026,5010.69,5015.69,-0.08109496799999999,short
LiquidityHunter2026,5022.65,5027.65,-0.08118107999999999,short
LiquidityHunter2026,5028.16,5028.71,-0.03125473199999837,long
Antigravity_Beast,5335.03,5328.792592005917,-0.18905286655593273,long
Antigravity_Beast,5326.09,5333.29651069246,-0.20646477534126825,short
Antigravity_Beast,5342.75,5336.538346659421,-0.18870063622636582,long
Antigravity_Beast,5334.44,5337.363024869822,-0.12945142943586332,short
Antigravity_Beast,5342.88,5352.900373079958,0.10335709675306123,long
Antigravity_Beast,5354.17,5351.97644012476,-0.11656833212321413,long
Antigravity_Beast,5352.85,5350.0492264827235,-0.1274747977416592,long
Antigravity_Beast,5350.7,5363.690847667024,0.1566916439032358,long
Antigravity_Beast,5364.0,5361.39874316255,-0.12404549402486872,long
Antigravity_Beast,5359.68,5370.260843546215,0.1131996097583366,long
Antigravity_Beast,5370.82,5367.535255014852,-0.1364415675687688,long
Antigravity_Beast,5367.45,5363.912949532831,-0.14093272164568085,long
Antigravity_Beast,5365.11,5361.260801652253,-0.14651544003134231,long
Antigravity_Beast,5363.8,5360.477240392282,-0.1370244690697589,long
Antigravity_Beast,5359.63,5373.8786085662605,0.17919369221100961,long
Antigravity_Beast,5373.46,5383.354774459111,0.10065687388788377,long
Antigravity_Beast,5380.29,5376.855485340213,-0.13927271137061653,long
Antigravity_Beast,5378.55,5391.747935188973,0.16001668826815577,long
Antigravity_Beast,5391.89,5387.825823153982,-0.15076913715503626,long
Antigravity_Beast,5391.15,5386.004818793304,-0.17020877641582663,long
Antigravity_Beast,5386.62,5411.164717366843,0.3640608626381424,long
Antigravity_Beast,5414.49,5410.7082179475165,-0.14601350411392192,long
Antigravity_Beast,5412.92,5408.251320556159,-0.16194866349714285,long
Antigravity_Beast,5412.43,5407.416226217485,-0.1681508209140408,long
Antigravity_Beast,5389.0,5381.97968748872,-0.2039166789529638,long
Antigravity_Beast,5390.8,5387.222279425649,-0.14200073075019326,long
Antigravity_Beast,5392.02,5387.945564086527,-0.15095559850394202,long
Antigravity_Beast,5400.76,5395.338876944401,-0.17531212691478726,long
Antigravity_Beast,5398.89,5392.255460221971,-0.19711796331813183,long
Antigravity_Beast,5381.7,5387.218279571924,-0.1768652439075465,short
Antigravity_Beast,5389.28,5395.074434927667,-0.18194718062949744,short
Antigravity_Beast,5396.46,5400.04202169508,-0.1422112050676387,short
Antigravity_Beast,5401.52,5415.71695820497,0.17766114159037757,long
Antigravity_Beast,5402.49,5400.059381179024,-0.121529494322052,long
Antigravity_Beast,5402.58,5413.129693375915,0.11202137097416362,long
Antigravity_Beast,5404.61,5423.057381777197,0.2540936668407634,long
Antigravity_Beast,5422.2,5443.2116370094545,0.2999785023837168,long
Antigravity_Beast,5445.26,5437.22584875723,-0.22296862048091834,long
Antigravity_Beast,5436.35,5427.120222184683,-0.24435298627543556,long
Antigravity_Beast,5433.73,5427.162655941424,-0.19641062017713085,long
Antigravity_Beast,5409.34,5426.305566326635,-0.38339684195697943,short
Antigravity_Beast,5386.0,5403.664861059998,-0.3956530860795914,short
Antigravity_Beast,5433.02,5421.709281281818,-0.28174698775250895,long
Antigravity_Beast,5421.77,5410.1618104572735,-0.2869373208043766,long
Antigravity_Beast,5412.6,5369.135276870458,0.7047365223382906,short
Antigravity_Beast,5366.0,5380.987287665563,-0.34714948645132043,short
Antigravity_Beast,5377.55,5393.681052834704,-0.36791181460508093,short
Antigravity_Beast,5389.31,5394.881739588117,-0.17793749311113222,short
Antigravity_Beast,5394.48,5389.033835804559,-0.1756722551357193,long
Antigravity_Beast,5389.02,5392.1306415442805,-0.13361583241615957,short
Antigravity_Beast,5387.71,5392.026523389648,-0.15531152398206866,short
Antigravity_Beast,5400.66,5413.456075155494,0.1524677170577685,long
Antigravity_Beast,5414.88,5430.063035304927,0.1952110456344944,long
Antigravity_Beast,5429.95,5445.7169915508575,0.2055010455762726,long
Antigravity_Beast,5445.77,5439.855659395581,-0.18483463562719957,long
Antigravity_Beast,5444.42,5438.0883261069575,-0.1923241900227357,long
Antigravity_Beast,5435.56,5429.647012976542,-0.18466325691568047,long
Antigravity_Beast,5436.35,5429.902427447611,-0.19429332342062333,long
Antigravity_Beast,5433.9,5427.566752153415,-0.19220102185402604,long
Antigravity_Beast,5418.12,5423.051840035717,-0.16682955789116244,short
Antigravity_Beast,5424.11,5429.6438514587535,-0.17775635398807169,short
Antigravity_Beast,5413.72,5420.534937849143,-0.20067551683707976,short
Antigravity_Beast,5419.5,5425.302877161497,-0.18253436962251302,short
Antigravity_Beast,5408.49,5372.598844890431,0.5684169522890291,short
Antigravity_Beast,5373.01,5328.661425602014,0.7212223048994195,short
Antigravity_Beast,5324.55,5277.762237297165,0.7658430805425013,short
Antigravity_Beast,5278.0,5295.582157998122,-0.3926086355037835,short
Antigravity_Beast,5289.14,5308.113493395837,-0.4178231062775172,short
Antigravity_Beast,5307.7,5327.534491720252,-0.43359453930492386,short
Antigravity_Beast,5332.17,5340.202455150112,-0.22142527437909088,short
Antigravity_Beast,5341.5,5336.431973400857,-0.1681055889930637,long
Antigravity_Beast,5345.29,5340.257672942629,-0.1675178302778617,long
Antigravity_Beast,5357.6,5352.990578269866,-0.16008584330595993,long
Antigravity_Beast,5353.26,5348.461263911245,-0.16342964269776003,long
Antigravity_Beast,5357.57,5350.4906675829825,-0.2045260203129073,long
Antigravity_Beast,5342.53,5346.189431019494,-0.14282853825423503,short
Antigravity_Beast,5348.14,5344.205345957159,-0.1478086592620373,long
Antigravity_Beast,5341.74,5345.777068127389,-0.14961734918351777,short
Antigravity_Beast,5338.96,5345.216134513643,-0.18953648941406848,short
Antigravity_Beast,5357.68,5352.5083407218235,-0.1702032230603791,long
Antigravity_Beast,5351.95,5346.631641600221,-0.17276023901554077,long
Antigravity_Beast,5348.63,5371.307100648489,0.33100426454812754,long
Antigravity_Beast,5370.64,5385.214593867114,0.1849005365321986,long
Antigravity_Beast,5381.23,5373.700524054117,-0.2129660667990827,long
Antigravity_Beast,5374.56,5368.215077152257,-0.19155659181486961,long
Antigravity_Beast,5384.88,5378.456564741844,-0.19311785791295166,long
Antigravity_Beast,5386.75,5381.25263560508,-0.1764821780849114,long
Antigravity_Beast,5377.46,5369.879220085506,-0.21383488084550922,long
Antigravity_Beast,5351.89,5360.604559281109,-0.2339920278867761,short
Antigravity_Beast,5362.43,5371.856059319794,-0.2469559273833972,short
Antigravity_Beast,5374.82,5368.382616680396,-0.19322395859297303,long
Antigravity_Beast,5365.32,5369.158989666234,-0.14639006271782218,short
Antigravity_Beast,5368.85,5372.807598245141,-0.1485767031198961,short
Antigravity_Beast,5378.13,5374.840789790687,-0.1366271734541241,long
Antigravity_Beast,5371.15,5373.941007197177,-0.12760278480101198,short
Antigravity_Beast,5363.82,5367.635276612823,-0.1459414570224309,short
Antigravity_Beast,5359.84,5345.354548086266,0.18366073370099667,short
Antigravity_Beast,5344.76,5350.043745978889,-0.17211001459104772,short
Antigravity_Beast,5350.78,5328.5161661427355,0.3238580770345282,short
Antigravity_Beast,5325.9,5333.510582231458,-0.21373823635831887,short
Antigravity_Beast,5331.04,5300.444205832346,0.4741776087357841,short
Antigravity_Beast,5305.5,5316.578678405617,-0.2758951777856302,short
Antigravity_Beast,5309.05,5316.864164336153,-0.21716154003397836,short
